,Loss train,Loss test,R2 train,R2 test,MSE train,MSE test,MAE train,MAE test,MAPE train,MAPE test
1,1.4061606996321565,0.10710040064543816,0.9954690020279886,0.9955234715677901,0.10742674,0.107100405,0.25921312,0.25884107,0.0211124,0.021462206
2,0.08011550302971948,0.04567392376337809,0.9980802704287672,0.9980909443177025,0.04551542,0.045673925,0.16879316,0.1688982,0.014040435,0.014331641
3,0.04968964100849006,0.02910680771542539,0.9987705294433701,0.9987834084783304,0.02914987,0.029106807,0.13375476,0.13366437,0.010864005,0.011019455
4,0.042058911830758515,0.02675657871031674,0.998870885975945,0.9988816423003394,0.02677049,0.026756575,0.12851186,0.12847035,0.010356552,0.010450266
